collection_name,dataset_name,Seed,affiliation_f1,affiliation_f1_gt_contamination,roc_vus,pr_vus,fbeta,fbeta_05,fbeta_2,Time fit (s),Time predict (s),Peak memory fit (KiB),Peak memory predict (KiB)
KDD-TSAD,105_UCR_Anomaly_NOISEgait3,0.0,0.6399304747019112,0.6333623391636446,0.595306742189152,0.0147097299272756,0.0205633802816901,0.0137218045112781,0.0410112359550561,1.29887,2.21628,6440.19043,14790.67188
KDD-TSAD,106_UCR_Anomaly_NOISEgaitHunt2,0.0,0.6823728386387055,0.7002951682578057,0.5632472991196651,0.0141416060442478,0.0232624113475177,0.0156190476190476,0.0455555555555555,0.85019,2.24284,4993.21777,14564.10938
KDD-TSAD,107_UCR_Anomaly_NOISEinsectEPG3,0.0,0.8034013253715581,0.8620313926739291,0.7609107186312623,0.0310221973263946,0.0685714285714285,0.0444444444444444,0.15,0.83757,0.44031,1790.88574,2407.36719
KDD-TSAD,109_UCR_Anomaly_1sddb40,0.0,0.6746346050664878,0.7162844002042557,0.653356745200051,0.0473294169188436,0.0586046511627907,0.0387215734480639,0.1204588910133843,1.56488,3.04851,8642.62012,18142.66406
KDD-TSAD,110_UCR_Anomaly_2sddb40,0.0,0.6646802794426092,0.6337327003913704,0.399386333446755,0.0031058062303867,0.0,0.0,0.0,1.46016,3.10263,8642.62012,18189.33594
KDD-TSAD,111_UCR_Anomaly_3sddb40,0.0,0.6597763977843666,0.5153553715685993,0.6201249420904277,0.0068147316875874,0.0050602409638554,0.003250773993808,0.0114130434782608,1.76061,2.49353,8642.03418,18189.10938
KDD-TSAD,112_UCR_Anomaly_BIDMC1,0.0,0.7018775613139944,0.7320261764993844,0.6053437911734343,0.0786900720340756,0.0538461538461538,0.0380434782608695,0.0921052631578947,0.70384,0.21874,1096.94043,2642.21094
KDD-TSAD,113_UCR_Anomaly_CIMIS44AirTemperature1,0.0,0.774553962420998,0.2715970151370575,0.4943438247099475,0.0076318169219085,0.0,0.0,0.0,0.80642,0.33868,1434.60059,1981.38281
KDD-TSAD,114_UCR_Anomaly_CIMIS44AirTemperature2,0.0,0.7825297050226624,0.7326677567759019,0.7688298202893811,0.0204536185599632,0.0403321470937129,0.0257575757575757,0.0928961748633879,0.73986,0.22663,1434.60059,1981.38281
KDD-TSAD,115_UCR_Anomaly_CIMIS44AirTemperature3,0.0,0.7319962723723846,0.5732824654788603,0.5460626903136074,0.0116577884524241,0.0,0.0,0.0,0.78452,0.33873,1434.60059,1981.38281
